"","X.2","X.1","X","Date","daily.count","apparentTemperatureMax","apparentTemperatureMaxTime","apparentTemperatureMin","apparentTemperatureMinTime","cloudCover","dewPoint","humidity","icon","moonPhase","precipIntensity","precipIntensityMax","precipIntensityMaxTime","precipProbability","precipType","pressure","summary","sunriseTime","sunsetTime","temperatureMax","temperatureMaxTime","temperatureMin","temperatureMinTime","time","visibility","windBearing","windSpeed","dow","daylight","daylighth","Fri","Mon","Sat","Sun","Thurs","Tues","Wed","Wknd","TTh","holiday","uw","season","count","precipscale","temperaturescale","temperature","rain","ppp","temperatureMaxSq"
"62",62,62,62,"2012-12-31",986,38.08,1356994800,28.99,1356973200,0.1,32.19,0.82,"clear-day",0.61,0,0,NA,0,"",1031.07,"Clear throughout the day.",1356969530,1357000126,41.92,1356994800,31.6,1356966000,1356940800,9.16,14,1.81,"Mon",8.49888888888889,8.49888888888889,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,"winter",986,0,"median",36.76,0,0,1757.2864
"63",63,63,63,"2013-01-01",678,38.08,1357066800,28.99,1357045200,0.05,31.96,0.82,"clear-day",0.64,0,0,NA,0,"",1030.35,"Clear throughout the day.",1357055929,1357086582,41.92,1357066800,31.6,1357038000,1357027200,9.42,5,1.99,"Tues",8.51472222222222,8.51472222222222,0,0,0,0,0,1,0,FALSE,TRUE,TRUE,FALSE,"winter",678,0,"median",36.76,0,0,1757.2864
"64",64,64,64,"2013-01-02",1835,46.49,1357164000,27.81,1357128000,0.03,28.09,0.68,"clear-day",0.67,0,0,NA,0,"",1025.49,"Clear throughout the day.",1357142325,1357173040,47.43,1357164000,33.89,1357138800,1357113600,9.2,161,2.03,"Wed",8.53194444444444,8.53194444444444,0,0,0,0,0,0,1,FALSE,TRUE,FALSE,FALSE,"winter",1835,0,"median",40.66,0,0,2249.6049
"65",65,65,65,"2013-01-03",1803,42.09,1357254000,28.48,1357228800,0.33,26.5,0.63,"rain",0.71,0.0051,0.0526,1357268400,0.73,"rain",1021.03,"Light rain starting in the evening.",1357228718,1357259501,46.46,1357254000,32.48,1357225200,1357200000,9.56,155,4.01,"Thurs",8.55083333333333,8.55083333333333,0,0,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,"winter",1803,1,"median",39.47,1,0.01,2158.5316
"66",66,66,66,"2013-01-04",1712,50.73,1357336800,32.78,1357293600,0.76,41.61,0.89,"partly-cloudy-day",0.74,0.0034,0.02,1357290000,0.61,"rain",1024.07,"Mostly cloudy throughout the day.",1357315109,1357345964,50.73,1357336800,37.86,1357286400,1357286400,8.45,136,4.07,"Fri",8.57083333333333,8.57083333333333,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,"winter",1712,0,"median",44.295,0,0,2573.5329
"67",67,67,67,"2013-01-05",719,45.72,1357430400,38.33,1357455600,0.9,37,0.75,"rain",0.78,0.0032,0.0426,1357452000,0.7,"rain",1021.35,"Light rain starting in the evening.",1357401497,1357432428,45.72,1357430400,42.78,1357455600,1357372800,9.46,151,4.67,"Sat",8.59194444444444,8.59194444444444,0,0,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,"winter",719,1,"median",44.25,1,0,2090.3184
"68",68,68,68,"2013-01-06",706,41.45,1357527600,34.97,1357473600,0.93,39.62,0.86,"rain",0.82,0.0013,0.01,1357542000,0.51,"rain",1020.28,"Light rain overnight.",1357487882,1357518895,46.04,1357527600,41.06,1357473600,1357459200,9.73,161,6.59,"Sun",8.61472222222222,8.61472222222222,0,0,0,1,0,0,0,TRUE,FALSE,FALSE,FALSE,"winter",706,0,"median",43.55,1,0,2119.6816
"69",69,69,69,"2013-01-07",1893,51.09,1357599600,37.59,1357545600,0.96,43.47,0.86,"cloudy",0.85,0.0014,0.0137,1357549200,0.55,"rain",1014.58,"Overcast throughout the day.",1357574264,1357605364,51.09,1357599600,41.94,1357549200,1357545600,9.6,179,8.89,"Mon",8.63888888888889,8.63888888888889,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,"winter",1893,0,"median",46.515,0,0,2610.1881
"70",70,70,70,"2013-01-08",1578,53.2,1357704000,38.96,1357671600,0.99,44.23,0.87,"rain",0.89,0.0148,0.079,1357714800,0.77,"rain",1014.55,"Rain until afternoon, starting again overnight.",1357660644,1357691834,53.2,1357704000,42.92,1357668000,1357632000,7.08,172,8.76,"Tues",8.66388888888889,8.66388888888889,0,0,0,0,0,1,0,FALSE,TRUE,FALSE,TRUE,"winter",1578,1,"median",48.06,1,0.05,2830.24
"71",71,71,71,"2013-01-09",1347,51.09,1357718400,29.44,1357754400,0.97,39.69,0.88,"rain",0.93,0.0491,0.1879,1357729200,0.85,"rain",1009.04,"Rain in the morning.",1357747021,1357778306,51.09,1357718400,37.06,1357754400,1357718400,8.55,181,7.18,"Wed",8.69027777777778,8.69027777777778,0,0,0,0,0,0,1,FALSE,TRUE,FALSE,TRUE,"winter",1347,1,"median",44.075,1,0.13,2610.1881
"72",72,72,72,"2013-01-10",1810,36.31,1357862400,31.46,1357837200,0.93,34.3,0.86,"partly-cloudy-day",0.96,2e-04,0.0037,1357858800,0.14,"rain",1017.71,"Mostly cloudy throughout the day.",1357833395,1357864780,39.86,1357862400,36.22,1357837200,1357804800,9.1,257,2.89,"Thurs",8.71805555555556,8.71805555555556,0,0,0,0,1,0,0,FALSE,TRUE,FALSE,TRUE,"winter",1810,0,"low",38.04,0,0,1588.8196
"73",73,73,73,"2013-01-11",1570,35.21,1357948800,24.53,1357927200,0.34,27.12,0.77,"partly-cloudy-night",0.01,0,0,NA,0,"",1024.75,"Mostly cloudy in the morning.",1357919766,1357951256,38.44,1357948800,30.68,1357905600,1357891200,7.04,66,1.97,"Fri",8.74722222222222,8.74722222222222,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,"winter",1570,0,"low",34.56,0,0,1477.6336
"74",74,74,74,"2013-01-12",677,32.49,1358031600,23.12,1358006400,0.28,26.12,0.77,"partly-cloudy-night",0.04,0,0,NA,0,"",1028.88,"Mostly cloudy in the morning.",1358006135,1358037733,37.78,1358031600,28.87,1358002800,1357977600,9.24,115,1.43,"Sat",8.77722222222222,8.77722222222222,0,0,1,0,0,0,0,TRUE,FALSE,FALSE,TRUE,"winter",677,0,"low",33.325,0,0,1427.3284
"75",75,75,75,"2013-01-13",559,36.82,1358114400,21.68,1358092800,0.36,25.13,0.77,"partly-cloudy-night",0.08,0,0,NA,0,"",1031.97,"Mostly cloudy starting in the evening.",1358092501,1358124212,36.82,1358114400,27.4,1358092800,1358064000,9.58,160,2.28,"Sun",8.80861111111111,8.80861111111111,0,0,0,1,0,0,0,TRUE,FALSE,FALSE,TRUE,"winter",559,0,"low",32.11,0,0,1355.7124
"76",76,76,76,"2013-01-14",1869,35.62,1358208000,25.68,1358150400,0.96,28.29,0.77,"cloudy",0.11,0,0,NA,0,"",1033.51,"Overcast throughout the day.",1358178864,1358210692,38.09,1358208000,31.25,1358150400,1358150400,9.62,161,3.37,"Mon",8.84111111111111,8.84111111111111,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,"winter",1869,0,"low",34.67,0,0,1450.8481
"77",77,77,77,"2013-01-15",2066,41.31,1358290800,34.27,1358316000,0.47,32.74,0.77,"partly-cloudy-night",0.15,0,0,NA,0,"",1038.48,"Mostly cloudy in the morning.",1358265225,1358297174,43.01,1358290800,36.61,1358258400,1358236800,9.8,333,1.83,"Tues",8.87472222222222,8.87472222222222,0,0,0,0,0,1,0,FALSE,TRUE,FALSE,TRUE,"winter",2066,0,"median",39.81,0,0,1849.8601
"78",78,78,78,"2013-01-16",1950,39.37,1358380800,26.78,1358344800,0.36,32.69,0.84,"fog",0.18,0,0,NA,0,"",1036.84,"Foggy in the morning.",1358351584,1358383657,43.5,1358380800,31.85,1358352000,1358323200,6.17,29,1.73,"Wed",8.90916666666667,8.90916666666667,0,0,0,0,0,0,1,FALSE,TRUE,FALSE,TRUE,"winter",1950,0,"median",37.675,0,0,1892.25
"79",79,79,79,"2013-01-17",1777,38.56,1358467200,26.27,1358416800,0.8,33.83,0.94,"fog",0.21,0,0,NA,0,"",1030.32,"Foggy throughout the day.",1358437940,1358470141,38.56,1358467200,32.18,1358438400,1358409600,1.65,140,1.08,"Thurs",8.94472222222222,8.94472222222222,0,0,0,0,1,0,0,FALSE,TRUE,FALSE,TRUE,"winter",1777,0,"low",35.37,0,0,1486.8736
"80",80,80,80,"2013-01-18",1585,34.26,1358550000,28.72,1358524800,1,34.36,0.96,"fog",0.24,0,0,NA,0,"",1026.44,"Foggy until afternoon.",1358524293,1358556626,38.82,1358550000,33.18,1358506800,1358496000,2.46,1,0.97,"Fri",8.98138888888889,8.98138888888889,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,"winter",1585,0,"low",36,0,0,1506.9924
"81",81,81,81,"2013-01-19",760,32.47,1358640000,29.6,1358593200,1,33.63,0.95,"fog",0.28,0,0,NA,0,"",1028.42,"Foggy in the morning.",1358610644,1358643113,37.44,1358640000,33.01,1358586000,1358582400,2.69,13,2.13,"Sat",9.01916666666667,9.01916666666667,0,0,1,0,0,0,0,TRUE,FALSE,FALSE,TRUE,"winter",760,0,"low",35.225,0,0,1401.7536
"82",82,82,82,"2013-01-20",801,41.46,1358726400,27.83,1358676000,0.92,35.1,0.95,"fog",0.31,0,0,NA,0,"",1027.77,"Foggy until afternoon.",1358696993,1358729600,41.46,1358726400,33.18,1358690400,1358668800,2.16,47,2.14,"Sun",9.0575,9.0575,0,0,0,1,0,0,0,TRUE,FALSE,FALSE,TRUE,"winter",801,0,"median",37.32,0,0,1718.9316
"83",83,83,83,"2013-01-21",1276,37.65,1358805600,29.78,1358834400,1,34.18,0.95,"fog",0.34,0,0,NA,0,"",1023.31,"Foggy until afternoon.",1358783339,1358816088,37.65,1358805600,32.12,1358838000,1358755200,1.82,130,1.56,"Mon",9.09694444444444,9.09694444444444,0,1,0,0,0,0,0,FALSE,FALSE,TRUE,TRUE,"winter",1276,0,"low",34.885,0,0,1417.5225
"84",84,84,84,"2013-01-22",1965,39.86,1358899200,27.22,1358859600,0.58,33.89,0.92,"fog",0.37,0,0,NA,0,"",1017.62,"Foggy in the morning.",1358869683,1358902578,39.86,1358899200,31.1,1358845200,1358841600,3.27,143,2.12,"Tues",9.1375,9.1375,0,0,0,0,0,1,0,FALSE,TRUE,FALSE,TRUE,"winter",1965,0,"low",35.48,0,0,1588.8196
"85",85,85,85,"2013-01-23",1767,42.1,1358967600,34.58,1358928000,0.95,36.66,0.8,"rain",0.39,0.0069,0.0526,1358985600,0.73,"rain",1013.83,"Light rain starting in the afternoon, continuing until evening.",1358956024,1358989068,44.81,1358967600,39.1,1358928000,1358928000,8.6,165,4.31,"Wed",9.17888888888889,9.17888888888889,0,0,0,0,0,0,1,FALSE,TRUE,FALSE,TRUE,"winter",1767,1,"median",41.955,1,0.01,2007.9361
"86",86,86,86,"2013-01-24",1955,44.81,1359068400,36.77,1359046800,0.78,38.75,0.85,"rain",0.42,0.0058,0.06,1359079200,0.74,"rain",1020.78,"Rain in the evening and overnight.",1359042364,1359075558,45.92,1359068400,40.27,1359043200,1359014400,9.32,172,3.46,"Thurs",9.22055555555556,9.22055555555556,0,0,0,0,1,0,0,FALSE,TRUE,FALSE,TRUE,"winter",1955,1,"median",43.095,1,0.02,2108.6464
"87",87,87,87,"2013-01-25",1861,52.46,1359158400,38.24,1359104400,0.74,43.08,0.87,"partly-cloudy-day",0.45,0.002,0.0174,1359108000,0.59,"rain",1016.34,"Mostly cloudy throughout the day.",1359128701,1359162050,52.46,1359158400,42.31,1359104400,1359100800,8.36,165,3.65,"Fri",9.26361111111111,9.26361111111111,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,"winter",1861,0,"median",47.385,0,0,2752.0516
"88",88,88,88,"2013-01-26",544,40.5,1359241200,37.61,1359205200,0.93,38.77,0.83,"rain",0.48,0.0037,0.0363,1359205200,0.68,"rain",1013.91,"Light rain in the morning and evening.",1359215036,1359248542,46.2,1359241200,41.75,1359216000,1359187200,9.53,196,6.98,"Sat",9.30722222222222,9.30722222222222,0,0,1,0,0,0,0,TRUE,FALSE,FALSE,TRUE,"winter",544,0,"median",43.975,1,0,2134.44
"89",89,89,89,"2013-01-27",643,37.51,1359316800,36.35,1359320400,1,37.83,0.85,"cloudy",0.52,7e-04,0.0063,1359313200,0.29,"rain",1016.93,"Overcast throughout the day.",1359301369,1359335035,43.09,1359316800,41.03,1359356400,1359273600,9.8,190,6.87,"Sun",9.35166666666667,9.35166666666667,0,0,0,1,0,0,0,TRUE,FALSE,FALSE,TRUE,"winter",643,0,"median",42.06,0,0,1856.7481
"90",90,90,90,"2013-01-28",1708,41.43,1359432000,35.07,1359374400,0.91,39.15,0.89,"rain",0.55,0.0091,0.041,1359428400,0.7,"rain",1017.59,"Light rain starting in the afternoon.",1359387700,1359421528,43.95,1359432000,40.03,1359374400,1359360000,9.27,161,4.5,"Mon",9.39666666666667,9.39666666666667,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,"winter",1708,1,"median",41.99,1,0,1931.6025
"91",91,91,91,"2013-01-29",1789,44.37,1359511200,38.61,1359457200,1,43.81,0.93,"rain",0.58,0.0092,0.039,1359525600,0.69,"rain",1024.49,"Light rain in the afternoon and evening.",1359474029,1359508021,48.09,1359511200,43.03,1359453600,1359446400,8.88,159,5.48,"Tues",9.44222222222222,9.44222222222222,0,0,0,0,0,1,0,FALSE,TRUE,FALSE,TRUE,"winter",1789,0,"median",45.56,1,0,2312.6481
"92",92,92,92,"2013-01-30",1760,46.42,1359601200,40.14,1359532800,1,45.87,0.95,"fog",0.62,0.0045,0.0253,1359532800,0.64,"rain",1028.16,"Foggy until afternoon.",1359560356,1359594515,48.87,1359601200,45.09,1359532800,1359532800,4.6,161,5.17,"Wed",9.48861111111111,9.48861111111111,0,0,0,0,0,0,1,FALSE,TRUE,FALSE,TRUE,"winter",1760,0,"median",46.98,0,0,2388.2769
"93",93,93,93,"2013-01-31",1921,50.15,1359669600,42.64,1359658800,0.98,45.36,0.91,"rain",0.65,0.0035,0.0263,1359658800,0.64,"rain",1027.9,"Light rain in the morning and evening.",1359646681,1359681010,50.15,1359669600,47.01,1359630000,1359619200,8.29,171,5.6,"Thurs",9.53583333333333,9.53583333333333,0,0,0,0,1,0,0,FALSE,TRUE,FALSE,TRUE,"winter",1921,0,"median",48.58,1,0,2515.0225
"94",94,94,94,"2013-02-01",2108,47.86,1359763200,40.39,1359788400,0.68,44.39,0.91,"partly-cloudy-day",0.69,9e-04,0.0074,1359712800,0.37,"rain",1028.87,"Mostly cloudy until afternoon.",1359733004,1359767505,48.97,1359763200,44.89,1359788400,1359705600,8.51,335,3.1,"Fri",9.58361111111111,9.58361111111111,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,"winter",2108,0,"median",46.93,0,0,2398.0609
"95",95,95,95,"2013-02-02",1133,40.18,1359792000,36.4,1359864000,1,39.91,0.93,"fog",0.73,0,0,NA,0,"",1026.92,"Foggy in the morning.",1359819325,1359853999,44.04,1359792000,39.26,1359871200,1359792000,5.4,331,1.42,"Sat",9.63166666666667,9.63166666666667,0,0,1,0,0,0,0,TRUE,FALSE,FALSE,TRUE,"winter",1133,0,"median",41.65,0,0,1939.5216
"96",96,96,96,"2013-02-03",868,44.63,1359932400,34.65,1359882000,1,41.65,0.91,"rain",0.76,0.0032,0.0263,1359946800,0.64,"rain",1025.11,"Light rain in the morning and evening.",1359905644,1359940494,48.1,1359932400,38.98,1359882000,1359878400,7.91,160,5.45,"Sun",9.68055555555556,9.68055555555556,0,0,0,1,0,0,0,TRUE,FALSE,FALSE,TRUE,"winter",868,0,"median",43.54,1,0,2313.61
"97",97,97,97,"2013-02-04",2288,50.06,1360015200,41.8,1359982800,0.88,41.92,0.82,"partly-cloudy-day",0.8,0,0,NA,0,"",1019.25,"Mostly cloudy throughout the day.",1359991962,1360026990,50.06,1360015200,45.04,1359968400,1359964800,9.92,161,3.77,"Mon",9.73,9.73,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,"winter",2288,0,"median",47.55,0,0,2506.0036
"98",98,98,98,"2013-02-05",2012,50.04,1360098000,40.52,1360126800,0.87,41.9,0.82,"rain",0.84,0.0052,0.0337,1360072800,0.67,"rain",1011.84,"Light rain in the morning and afternoon.",1360078277,1360113485,50.04,1360098000,45.18,1360076400,1360051200,9.62,177,8.41,"Tues",9.78,9.78,0,0,0,0,0,1,0,FALSE,TRUE,FALSE,TRUE,"winter",2012,0,"median",47.61,1,0,2504.0016
"99",99,99,99,"2013-02-06",1995,50.89,1360188000,38.71,1360166400,0.94,40.41,0.79,"rain",0.88,0.0027,0.0263,1360198800,0.64,"rain",1014.8,"Rain starting in the afternoon.",1360164591,1360199981,50.89,1360188000,44.18,1360166400,1360137600,9.89,171,7.44,"Wed",9.83055555555556,9.83055555555556,0,0,0,0,0,0,1,FALSE,TRUE,FALSE,TRUE,"winter",1995,0,"median",47.535,1,0,2589.7921
"100",100,100,100,"2013-02-07",2187,50.46,1360281600,35.62,1360238400,0.49,36.96,0.73,"partly-cloudy-day",0.91,0.0033,0.0537,1360231200,0.73,"rain",1016.14,"Mostly cloudy until afternoon.",1360250904,1360286476,50.46,1360281600,42.49,1360306800,1360224000,9.99,190,5.55,"Thurs",9.88111111111111,9.88111111111111,0,0,0,0,1,0,0,FALSE,TRUE,FALSE,TRUE,"winter",2187,1,"median",46.475,0,0.01,2546.2116
"101",101,101,101,"2013-02-08",2161,42.69,1360371600,33.92,1360317600,0.89,37.26,0.81,"cloudy",0.95,0,0,NA,0,"",1025.13,"Overcast throughout the day.",1360337215,1360372971,44.95,1360371600,39.82,1360335600,1360310400,9.96,326,2.65,"Fri",9.93222222222222,9.93222222222222,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,"winter",2161,0,"median",42.385,0,0,2020.5025
"102",102,102,102,"2013-02-09",1114,45.82,1360443600,38.51,1360418400,0.99,38.61,0.84,"cloudy",0.98,3e-04,0.0063,1360465200,0.29,"rain",1025.86,"Overcast throughout the day.",1360423524,1360459467,45.82,1360443600,40.98,1360422000,1360396800,8.83,318,0.71,"Sat",9.98416666666667,9.98416666666667,0,0,1,0,0,0,0,TRUE,FALSE,FALSE,TRUE,"winter",1114,0,"median",43.4,0,0,2099.4724
"103",103,103,103,"2013-02-10",1312,41.15,1360533600,37.21,1360515600,0.79,38.36,0.86,"fog",0.03,0,0,NA,0,"",1028.12,"Foggy in the morning.",1360509831,1360545962,44.21,1360533600,37.21,1360515600,1360483200,7.6,306,1.56,"Sun",10.0363888888889,10.0363888888889,0,0,0,1,0,0,0,TRUE,FALSE,FALSE,TRUE,"winter",1312,0,"median",40.71,0,0,1954.5241
"104",104,104,104,"2013-02-11",2145,43.34,1360627200,38.73,1360598400,1,39.66,0.83,"cloudy",0.06,3e-04,0.0063,1360580400,0.29,"rain",1027.74,"Overcast throughout the day.",1360596138,1360632457,47.06,1360627200,41.93,1360598400,1360569600,8.97,196,2.14,"Mon",10.0886111111111,10.0886111111111,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,"winter",2145,0,"median",44.495,0,0,2214.6436
"105",105,105,105,"2013-02-12",2105,51.01,1360717200,42.6,1360663200,0.97,44.4,0.89,"cloudy",0.09,0,0,NA,0,"",1027.9,"Overcast throughout the day.",1360682442,1360718952,51.01,1360717200,45.1,1360670400,1360656000,8.36,187,6.35,"Tues",10.1416666666667,10.1416666666667,0,0,0,0,0,1,0,FALSE,TRUE,FALSE,TRUE,"winter",2105,0,"median",48.055,0,0,2602.0201
"106",106,106,106,"2013-02-13",2066,45.62,1360746000,42.71,1360785600,0.93,42.19,0.83,"cloudy",0.13,2e-04,0.0037,1360821600,0.14,"rain",1030.06,"Overcast throughout the day.",1360768746,1360805447,49.09,1360746000,45.29,1360785600,1360742400,9.86,198,2.82,"Wed",10.1947222222222,10.1947222222222,0,0,0,0,0,0,1,FALSE,TRUE,FALSE,TRUE,"winter",2066,0,"median",47.19,0,0,2409.8281
"107",107,107,107,"2013-02-14",1884,48.98,1360886400,39.89,1360857600,1,43.19,0.89,"rain",0.16,9e-04,0.01,1360854000,0.51,"rain",1034.23,"Light rain in the morning.",1360855048,1360891942,48.98,1360886400,44.04,1360857600,1360828800,9.78,168,2.67,"Thurs",10.2483333333333,10.2483333333333,0,0,0,0,1,0,0,FALSE,TRUE,FALSE,TRUE,"winter",1884,0,"median",46.51,1,0,2399.0404
"108",108,108,108,"2013-02-15",2304,53.55,1360972800,39.8,1360947600,0.45,43.84,0.89,"fog",0.19,0,0,NA,0,"",1029.26,"Foggy in the morning.",1360941348,1360978437,53.55,1360972800,42.78,1360944000,1360915200,7.39,337,4.25,"Fri",10.3025,10.3025,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,"winter",2304,0,"median",48.165,0,0,2867.6025
"109",109,109,109,"2013-02-16",1017,51.67,1361052000,39.02,1361012400,0.76,41.47,0.83,"cloudy",0.22,0,0,NA,0,"",1021.45,"Overcast throughout the day.",1361027647,1361064931,51.67,1361052000,42.69,1361012400,1361001600,9.68,170,4.44,"Sat",10.3566666666667,10.3566666666667,0,0,1,0,0,0,0,TRUE,FALSE,FALSE,TRUE,"winter",1017,0,"median",47.18,0,0,2669.7889
"110",110,110,110,"2013-02-17",869,45.92,1361145600,36.63,1361124000,0.95,35.97,0.76,"partly-cloudy-day",0.25,0,0,NA,0,"",1023.1,"Mostly cloudy throughout the day.",1361113945,1361151425,45.92,1361145600,41.14,1361120400,1361088000,10,170,4.35,"Sun",10.4111111111111,10.4111111111111,0,0,0,1,0,0,0,TRUE,FALSE,FALSE,TRUE,"winter",869,0,"median",43.53,0,0,2108.6464
"111",111,111,111,"2013-02-18",1481,42.49,1361235600,37.77,1361210400,0.9,37.32,0.8,"partly-cloudy-day",0.28,3e-04,0.0074,1361228400,0.37,"rain",1014.11,"Mostly cloudy throughout the day.",1361200242,1361237919,46.06,1361235600,40.7,1361196000,1361174400,9.97,165,4.03,"Mon",10.4658333333333,10.4658333333333,0,1,0,0,0,0,0,FALSE,FALSE,TRUE,TRUE,"winter",1481,0,"median",43.38,0,0,2121.5236
"112",112,112,112,"2013-02-19",2586,45.96,1361314800,37.52,1361278800,0.48,36.36,0.74,"partly-cloudy-day",0.31,0,0,NA,0,"",1010.4,"Mostly cloudy until afternoon.",1361286538,1361324412,48.21,1361314800,41.33,1361275200,1361260800,10,334,4.48,"Tues",10.5205555555556,10.5205555555556,0,0,0,0,0,1,0,FALSE,TRUE,FALSE,TRUE,"winter",2586,0,"median",44.77,0,0,2324.2041
"113",113,113,113,"2013-02-20",2217,41.89,1361401200,33.56,1361368800,0.92,37.19,0.85,"rain",0.34,0.0031,0.03,1361412000,0.66,"rain",1016.97,"Light rain starting in the afternoon, continuing until evening.",1361372832,1361410905,45.1,1361401200,37.97,1361368800,1361347200,9.6,160,4.37,"Wed",10.5758333333333,10.5758333333333,0,0,0,0,0,0,1,FALSE,TRUE,FALSE,TRUE,"winter",2217,0,"median",41.535,1,0,2034.01
"114",114,114,114,"2013-02-21",1891,42.62,1361498400,34.81,1361451600,0.98,39.2,0.86,"cloudy",0.37,4e-04,0.0063,1361444400,0.29,"rain",1017.51,"Overcast throughout the day.",1361459126,1361497398,45.01,1361498400,40.89,1361440800,1361433600,9.86,187,7.95,"Thurs",10.6311111111111,10.6311111111111,0,0,0,0,1,0,0,FALSE,TRUE,FALSE,TRUE,"winter",1891,0,"median",42.95,0,0,2025.9001
"115",115,115,115,"2013-02-22",1360,39.63,1361581200,32.87,1361595600,0.8,38.92,0.83,"rain",0.4,0.0122,0.0626,1361559600,0.75,"rain",1011.39,"Rain until afternoon.",1361545418,1361583891,46.77,1361581200,40.92,1361599200,1361520000,9.03,190,11.95,"Fri",10.6869444444444,10.6869444444444,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,"winter",1360,1,"median",43.845,1,0.03,2187.4329
"116",116,116,116,"2013-02-23",1126,48.41,1361664000,35.63,1361628000,0.92,35.84,0.74,"partly-cloudy-day",0.43,0,0,NA,0,"",1021.25,"Mostly cloudy throughout the day.",1361631709,1361670383,49.61,1361664000,40.86,1361624400,1361606400,10,150,4.82,"Sat",10.7427777777778,10.7427777777778,0,0,1,0,0,0,0,TRUE,FALSE,FALSE,TRUE,"winter",1126,0,"median",45.235,0,0,2461.1521
"117",117,117,117,"2013-02-24",1122,44.25,1361754000,36.93,1361714400,0.99,35.59,0.69,"rain",0.46,3e-04,0.0063,1361775600,0.29,"rain",1024.87,"Light rain overnight.",1361717999,1361756875,48.01,1361754000,42,1361707200,1361692800,10,171,8.39,"Sun",10.7988888888889,10.7988888888889,0,0,0,1,0,0,0,TRUE,FALSE,FALSE,TRUE,"winter",1122,0,"median",45.005,1,0,2304.9601
"118",118,118,118,"2013-02-25",2086,51.01,1361833200,34.94,1361811600,0.55,35.63,0.7,"partly-cloudy-day",0.49,0.005,0.0453,1361782800,0.71,"rain",1018.06,"Mostly cloudy until afternoon.",1361804289,1361843367,51.01,1361833200,40.82,1361862000,1361779200,9.83,202,9.93,"Mon",10.855,10.855,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,"winter",2086,1,"median",45.915,0,0,2602.0201
"119",119,119,119,"2013-02-26",2497,44.74,1361923200,35.37,1361869200,0.94,33.96,0.68,"rain",0.53,0,0,NA,0,"",1025.84,"Light rain overnight.",1361890577,1361929858,48.01,1361923200,40.19,1361869200,1361865600,10,176,7.14,"Tues",10.9113888888889,10.9113888888889,0,0,0,0,0,1,0,FALSE,TRUE,FALSE,TRUE,"winter",2497,0,"median",44.1,1,0,2304.9601
"120",120,120,120,"2013-02-27",2334,45,1362006000,37.69,1361959200,0.84,40.67,0.86,"rain",0.57,0.0086,0.0626,1362020400,0.75,"rain",1025.21,"Rain starting in the evening.",1361976865,1362016349,47.26,1362006000,42.61,1361973600,1361952000,9.14,222,1.03,"Wed",10.9677777777778,10.9677777777778,0,0,0,0,0,0,1,FALSE,TRUE,FALSE,TRUE,"winter",2334,1,"median",44.935,1,0.03,2233.5076
"121",121,121,121,"2013-02-28",1759,52.89,1362110400,41.07,1362049200,1,46.37,0.93,"rain",0.6,0.0102,0.0437,1362049200,0.71,"rain",1024.4,"Rain in the morning and overnight.",1362063151,1362102840,52.89,1362110400,43.95,1362060000,1362038400,8.89,155,4.84,"Thurs",11.0247222222222,11.0247222222222,0,0,0,0,1,0,0,FALSE,TRUE,FALSE,TRUE,"winter",1759,1,"median",48.42,1,0,2797.3521
