"","X.3","X.2","X.1","X","Date","daily.count","apparentTemperatureMax","apparentTemperatureMaxTime","apparentTemperatureMin","apparentTemperatureMinTime","cloudCover","dewPoint","humidity","icon","moonPhase","precipIntensity","precipIntensityMax","precipIntensityMaxTime","precipProbability","precipType","pressure","summary","sunriseTime","sunsetTime","temperatureMax","temperatureMaxTime","temperatureMin","temperatureMinTime","time","visibility","windBearing","windSpeed","dow","daylight","daylighth","Fri","Mon","Sat","Sun","Thurs","Tues","Wed","Wknd","TTh","holiday","uw","season","count","precipscale","temperaturescale","temperature","rain","ppp","temperatureMaxSq","BGT","elliott","I90","Spokanebrdg","total"
"1",428,428,428,428,2014-01-01,914,44.9,1388628000,36.65,1388595600,NA,40.05,0.9,"fog",0.02,3e-04,0.0063,1388628000,0.29,"rain",1028.45,"Foggy in the morning.",1388591929,1388622567,44.9,1388628000,40.25,1388599200,1388563200,4.58,330,0.71,"Wed",8.51055555555556,8.51055555555556,0,0,0,0,0,0,1,FALSE,TRUE,TRUE,FALSE,"winter",914,0,"median",42.575,0,0,2016.01,537,450,489,246,2636
"2",429,429,429,429,2014-01-02,1865,50.99,1388703600,40.87,1388674800,NA,42.1,0.85,"rain",0.05,0.0166,0.1558,1388728800,0.83,"rain",1018.87,"Rain starting in the evening.",1388678326,1388709025,50.99,1388703600,43.09,1388664000,1388649600,7.78,163,4.74,"Thurs",8.5275,8.5275,0,0,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,"winter",1865,1,"median",47.04,1,0.11,2599.9801,580,589,214,496,3744
"3",430,430,430,430,2014-01-03,2027,46.53,1388786400,34.38,1388815200,NA,36.72,0.78,"rain",0.09,0.0061,0.0753,1388736000,0.77,"rain",1023.03,"Light rain in the evening.",1388764720,1388795485,47.41,1388786400,40.87,1388811600,1388736000,9.58,134,2.13,"Fri",8.54583333333333,8.54583333333333,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,"winter",2027,1,"median",44.14,1,0.05,2247.7081,615,772,318,510,4242
"4",431,431,431,431,2014-01-04,1172,43.38,1388869200,30.15,1388905200,0,35.48,0.82,"clear-day",0.13,0,0,NA,0,"",1031.04,"Clear throughout the day.",1388851112,1388881947,45.42,1388869200,37.53,1388905200,1388822400,9.47,3,2.28,"Sat",8.56527777777778,8.56527777777778,0,0,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,"winter",1172,0,"median",41.475,0,0,2062.9764,945,665,713,420,3915
"5",432,432,432,432,2014-01-05,1151,43.34,1388959200,27.73,1388908800,0,33.23,0.8,"clear-day",0.16,0,0,NA,0,"",1031.43,"Clear throughout the day.",1388937500,1388968411,44.74,1388959200,33.76,1388934000,1388908800,8.9,354,4.58,"Sun",8.58638888888889,8.58638888888889,0,0,0,1,0,0,0,TRUE,FALSE,FALSE,FALSE,"winter",1151,0,"median",39.25,0,0,2001.6676,652,538,481,289,3111
"6",433,433,433,433,2014-01-06,2304,41.34,1389078000,31.7,1389020400,0,34.93,0.81,"rain",0.2,0,0,NA,0,"",1023.34,"Rain overnight.",1389023886,1389054877,44.64,1389078000,34.85,1389024000,1388995200,8.8,135,2.72,"Mon",8.60861111111111,8.60861111111111,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,"winter",2304,0,"median",39.745,1,0,1992.7296,453,755,284,583,4379
"7",434,434,434,434,2014-01-07,2082,42.87,1389135600,37.2,1389085200,NA,41.46,0.9,"rain",0.24,0.0106,0.06,1389088800,0.74,"rain",1017.89,"Light rain in the morning and afternoon.",1389110269,1389141346,47.04,1389135600,40.98,1389085200,1389081600,6.12,151,4.55,"Tues",8.6325,8.6325,0,0,0,0,0,1,0,FALSE,TRUE,FALSE,TRUE,"winter",2082,1,"median",44.01,1,0.02,2212.7616,341,652,240,541,3856
"8",435,435,435,435,2014-01-08,1948,44.32,1389232800,41.95,1389168000,NA,44.38,0.88,"rain",0.27,0.0142,0.0763,1389218400,0.77,"rain",1011.12,"Rain until evening.",1389196649,1389227816,49.13,1389232800,45.95,1389168000,1389168000,7.96,158,7.56,"Wed",8.6575,8.6575,0,0,0,0,0,0,1,FALSE,TRUE,FALSE,TRUE,"winter",1948,1,"median",47.54,1,0.05,2413.7569,377,684,186,521,3716
"9",436,436,436,436,2014-01-09,2120,44.73,1389330000,38.52,1389283200,NA,39.28,0.79,"rain",0.3,0.0038,0.0237,1389315600,0.63,"rain",1011.99,"Light rain starting in the afternoon, continuing until evening.",1389283027,1389314287,49.01,1389330000,43,1389279600,1389254400,8.48,172,7.19,"Thurs",8.68333333333333,8.68333333333333,0,0,0,0,1,0,0,FALSE,TRUE,FALSE,TRUE,"winter",2120,0,"median",46.005,1,0,2401.9801,405,677,232,543,3977
"10",437,437,437,437,2014-01-10,1780,47.64,1389423600,40.93,1389344400,NA,41.95,0.79,"rain",0.34,0.0045,0.03,1389420000,0.66,"rain",1013.53,"Light rain starting in the evening.",1389369402,1389400761,49.78,1389423600,47.04,1389409200,1389340800,9.86,183,10.72,"Fri",8.71083333333333,8.71083333333333,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,"winter",1780,0,"median",48.41,1,0,2478.0484,331,547,172,412,3242
"11",438,438,438,438,2014-01-11,423,55.9,1389434400,30.93,1389470400,NA,41.36,0.78,"rain",0.37,0.0322,0.2131,1389445200,0.86,"rain",998.78,"Rain in the morning and afternoon.",1389455774,1389487236,55.9,1389434400,41.27,1389470400,1389427200,8.79,188,12.18,"Sat",8.73944444444444,8.73944444444444,0,0,1,0,0,0,0,TRUE,FALSE,FALSE,TRUE,"winter",423,1,"median",48.585,1,0.14,3124.81,168,103,105,86,885
"12",439,439,439,439,2014-01-12,655,51.2,1389578400,35.76,1389546000,NA,40.5,0.77,"clear-day",0.4,7e-04,0.0137,1389542400,0.55,"rain",1018.42,"Clear throughout the day.",1389542143,1389573713,51.2,1389578400,42.04,1389546000,1389513600,9.91,187,7.69,"Sun",8.76944444444444,8.76944444444444,0,0,0,1,0,0,0,TRUE,FALSE,FALSE,TRUE,"winter",655,0,"median",46.62,0,0,2621.44,377,195,256,106,1589
"13",440,440,440,440,2014-01-13,2530,52.72,1389654000,50.01,1389675600,NA,44.62,0.79,"clear-day",0.43,3e-04,0.0063,1389607200,0.29,"rain",1032.07,"Clear throughout the day.",1389628510,1389660192,52.72,1389654000,50.01,1389675600,1389600000,10,189,9.08,"Mon",8.80055555555555,8.80055555555555,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,"winter",2530,0,"median",51.365,0,0,2779.3984,536,746,312,633,4757
"14",441,441,441,441,2014-01-14,2808,50.87,1389693600,45.53,1389747600,NA,44.07,0.84,"clear-day",0.46,0,0,NA,0,"",1037.88,"Clear throughout the day.",1389714874,1389746671,50.87,1389693600,46.36,1389751200,1389686400,9.92,180,1.76,"Tues",8.8325,8.8325,0,0,0,0,0,1,0,FALSE,TRUE,FALSE,TRUE,"winter",2808,0,"median",48.615,0,0,2587.7569,635,972,425,767,5607
"15",442,442,442,442,2014-01-15,2772,46.84,1389826800,38.65,1389855600,0,41.65,0.84,"clear-day",0.48,0,0,NA,0,"",1035.38,"Clear throughout the day.",1389801236,1389833153,48.21,1389826800,43.95,1389855600,1389772800,9.05,318,3.04,"Wed",8.86583333333333,8.86583333333333,0,0,0,0,0,0,1,FALSE,TRUE,FALSE,TRUE,"winter",2772,0,"median",46.08,0,0,2324.2041,748,987,459,797,5763
"16",443,443,443,443,2014-01-16,2641,43.21,1389909600,37.14,1389913200,NA,39.63,0.89,"clear-day",0.52,0,0,NA,0,"",1031.72,"Clear throughout the day.",1389887595,1389919635,44.45,1389909600,41.56,1389942000,1389859200,5.84,6,4.91,"Thurs",8.9,8.9,0,0,0,0,1,0,0,FALSE,TRUE,FALSE,TRUE,"winter",2641,0,"median",43.005,0,0,1975.8025,584,887,366,730,5208
"17",444,444,444,444,2014-01-17,2310,45.16,1390003200,33.11,1389967200,NA,37.95,0.89,"fog",0.55,0,0,NA,0,"",1025.66,"Foggy in the morning.",1389973951,1390006119,45.16,1390003200,38.68,1389960000,1389945600,4.18,16,3.62,"Fri",8.93555555555556,8.93555555555556,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,"winter",2310,0,"median",41.92,0,0,2039.4256,486,750,340,651,4537
"18",445,445,445,445,2014-01-18,1135,45.59,1390086000,29.58,1390053600,0,36.48,0.86,"fog",0.58,0,0,NA,0,"",1024.18,"Foggy overnight.",1390060305,1390092604,45.59,1390086000,34.92,1390057200,1390032000,6.64,135,2.52,"Sat",8.97194444444444,8.97194444444444,0,0,1,0,0,0,0,TRUE,FALSE,FALSE,TRUE,"winter",1135,0,"median",40.255,0,0,2078.4481,889,461,755,392,3632
"19",446,446,446,446,2014-01-19,822,42.57,1390172400,33.57,1390140000,NA,37.94,0.89,"clear-day",0.61,0,0,NA,0,"",1024.29,"Clear throughout the day.",1390146657,1390179090,43.81,1390172400,38.12,1390129200,1390118400,4.56,88,1.23,"Sun",9.00916666666667,9.00916666666667,0,0,0,1,0,0,0,TRUE,FALSE,FALSE,TRUE,"winter",822,0,"median",40.965,0,0,1919.3161,484,336,424,231,2297
"20",447,447,447,447,2014-01-20,1874,45.53,1390262400,34.87,1390233600,0,36.76,0.81,"fog",0.64,0,0,NA,0,"",1026.76,"Foggy overnight.",1390233006,1390265577,48.33,1390262400,38.93,1390233600,1390204800,8.62,334,4.18,"Mon",9.0475,9.0475,0,1,0,0,0,0,0,FALSE,FALSE,TRUE,TRUE,"winter",1874,0,"median",43.63,0,0,2335.7889,766,695,445,546,4326
"21",448,448,448,448,2014-01-21,2680,46.16,1390356000,29.16,1390309200,0,37.34,0.84,"fog",0.67,0,0,NA,0,"",1026.04,"Foggy in the morning.",1390319353,1390352065,48.69,1390356000,34.33,1390309200,1390291200,5.39,151,2.91,"Tues",9.08666666666667,9.08666666666667,0,0,0,0,0,1,0,FALSE,TRUE,FALSE,TRUE,"winter",2680,0,"median",41.51,0,0,2370.7161,588,944,377,750,5339
"22",449,449,449,449,2014-01-22,2692,44.41,1390431600,40.63,1390460400,NA,41.03,0.84,"clear-day",0.71,0,0,NA,0,"",1029.72,"Clear throughout the day.",1390405698,1390438554,47.87,1390431600,44.01,1390460400,1390377600,7.36,353,1.69,"Wed",9.12666666666667,9.12666666666667,0,0,0,0,0,0,1,FALSE,TRUE,FALSE,TRUE,"winter",2692,0,"median",45.94,0,0,2291.5369,575,886,370,752,5275
"23",450,450,450,450,2014-01-23,2649,46.87,1390521600,34.8,1390492800,0,38.02,0.79,"clear-day",0.74,0,0,NA,0,"",1030.88,"Clear throughout the day.",1390492040,1390525044,49.33,1390521600,41.09,1390500000,1390464000,8.64,345,6.6,"Thurs",9.16777777777778,9.16777777777778,0,0,0,0,1,0,0,FALSE,TRUE,FALSE,TRUE,"winter",2649,0,"median",45.21,0,0,2433.4489,598,911,367,782,5307
"24",451,451,451,451,2014-01-24,2521,51.32,1390604400,32.83,1390582800,0,38.52,0.83,"fog",0.78,0,0,NA,0,"",1028.67,"Foggy overnight.",1390578380,1390611535,51.32,1390604400,38.36,1390568400,1390550400,8.13,345,2.61,"Fri",9.20972222222222,9.20972222222222,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,"winter",2521,0,"median",44.84,0,0,2633.7424,666,887,443,686,5203
"25",452,452,452,452,2014-01-25,1441,48.36,1390687200,31.31,1390665600,0,37.22,0.87,"fog",0.81,0,0,NA,0,"",1027.68,"Foggy in the morning.",1390664718,1390698026,48.36,1390687200,35.78,1390665600,1390636800,4.16,159,1,"Sat",9.25222222222222,9.25222222222222,0,0,1,0,0,0,0,TRUE,FALSE,FALSE,TRUE,"winter",1441,0,"median",42.07,0,0,2338.6896,1152,776,968,457,4794
"26",453,453,453,453,2014-01-26,1429,39.53,1390780800,30.57,1390755600,0,36.58,0.88,"fog",0.85,0,0,NA,0,"",1022.72,"Foggy in the morning.",1390751053,1390784518,43.8,1390780800,36.7,1390755600,1390723200,5.01,335,3.68,"Sun",9.29583333333333,9.29583333333333,0,0,0,1,0,0,0,TRUE,FALSE,FALSE,TRUE,"winter",1429,0,"median",40.25,0,0,1918.44,1145,588,759,371,4292
"27",454,454,454,454,2014-01-27,2499,40.71,1390892400,32.41,1390834800,NA,37.08,0.9,"fog",0.89,0,0,NA,0,"",1022.38,"Foggy in the morning.",1390837387,1390871011,45.38,1390892400,36.06,1390834800,1390809600,3.21,156,1.99,"Mon",9.34,9.34,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,"winter",2499,0,"median",40.72,0,0,2059.3444,525,858,305,655,4842
"28",455,455,455,455,2014-01-28,2466,48.5,1390968000,40.54,1390917600,NA,40.26,0.8,"rain",0.92,0.0083,0.1053,1390978800,0.8,"rain",1021.36,"Rain starting in the evening.",1390923718,1390957504,48.5,1390968000,43.89,1390917600,1390896000,8.31,162,0.06,"Tues",9.385,9.385,0,0,0,0,0,1,0,FALSE,TRUE,FALSE,TRUE,"winter",2466,1,"median",46.195,1,0.0800000000000001,2352.25,497,811,310,646,4730
"29",456,456,456,456,2014-01-29,1899,50.93,1391025600,41.16,1391040000,NA,43.74,0.89,"rain",0.96,0.0269,0.1321,1390986000,0.82,"rain",1007.99,"Light rain in the morning and overnight.",1391010047,1391043997,50.93,1391025600,45.01,1391000400,1390982400,6.62,149,1.95,"Wed",9.43055555555556,9.43055555555556,0,0,0,0,0,0,1,FALSE,TRUE,FALSE,TRUE,"winter",1899,1,"median",47.97,1,0.1,2593.8649,346,614,212,502,3573
"30",457,457,457,457,2014-01-30,2229,40.67,1391112000,38.32,1391097600,NA,37.18,0.75,"clear-day",0.99,7e-04,0.01,1391068800,0.51,"rain",1011.34,"Clear throughout the day.",1391096375,1391130491,47.1,1391112000,43.09,1391148000,1391068800,9.91,190,8.8,"Thurs",9.47666666666667,9.47666666666667,0,0,0,0,1,0,0,FALSE,TRUE,FALSE,TRUE,"winter",2229,0,"median",45.095,0,0,2218.41,450,748,281,599,4307
"31",458,458,458,458,2014-01-31,2035,44.87,1391212800,35.98,1391187600,NA,35.61,0.76,"rain",0.04,0.0013,0.0126,1391173200,0.54,"rain",1018.35,"Drizzle in the morning.",1391182700,1391216985,44.87,1391212800,40.32,1391187600,1391155200,8.74,310,1.82,"Fri",9.52361111111111,9.52361111111111,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,"winter",2035,0,"median",42.595,1,0,2013.3169,440,645,257,549,3926
"32",459,459,459,459,2014-02-01,1134,44.18,1391299200,38.82,1391241600,NA,37.15,0.83,"fog",0.07,8e-04,0.0163,1391284800,0.58,"rain",1021.4,"Foggy overnight.",1391269024,1391303480,44.18,1391299200,39.41,1391320800,1391241600,8.33,128,1.22,"Sat",9.57111111111111,9.57111111111111,0,0,1,0,0,0,0,TRUE,FALSE,FALSE,TRUE,"winter",1134,0,"median",41.795,0,0,1951.8724,761,508,692,388,3483
"33",460,460,460,460,2014-02-02,1095,41.45,1391382000,29.41,1391360400,NA,31.63,0.76,"fog",0.11,0,0,NA,0,"",1016.87,"Foggy in the morning.",1391355345,1391389975,44.93,1391382000,33.38,1391360400,1391328000,5.66,347,1.56,"Sun",9.61944444444444,9.61944444444444,0,0,0,1,0,0,0,TRUE,FALSE,FALSE,TRUE,"winter",1095,0,"median",39.155,0,0,2018.7049,669,431,515,296,3006
"34",461,461,461,461,2014-02-03,2290,35.33,1391414400,27.49,1391450400,0,19.74,0.5,"clear-day",0.15,0,0,NA,0,"",1020.08,"Clear throughout the day.",1391441665,1391476470,40.01,1391414400,35.77,1391497200,1391414400,10,334,8.19,"Mon",9.66805555555556,9.66805555555556,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,"winter",2290,0,"median",37.89,0,0,1600.8001,470,683,292,624,4359
"35",462,462,462,462,2014-02-04,2091,32.24,1391547600,22.72,1391583600,NA,18.57,0.55,"clear-day",0.18,0,0,NA,0,"",1026.44,"Clear throughout the day.",1391527983,1391562965,36.9,1391547600,30.04,1391583600,1391500800,9.96,42,2.56,"Tues",9.71722222222222,9.71722222222222,0,0,0,0,0,1,0,FALSE,TRUE,FALSE,TRUE,"winter",2091,0,"low",33.47,0,0,1361.61,449,701,223,563,4027
"36",463,463,463,463,2014-02-05,2588,23.47,1391641200,14.66,1391659200,0,1.76,0.34,"clear-day",0.22,0,0,NA,0,"",1031.21,"Clear throughout the day.",1391614299,1391649460,30.9,1391641200,23.67,1391662800,1391587200,10,118,5.91,"Wed",9.76694444444444,9.76694444444444,0,0,0,0,0,0,1,FALSE,TRUE,FALSE,TRUE,"winter",2588,0,"low",27.285,0,0,954.81,284,1054,325,813,5064
"37",464,464,464,464,2014-02-06,1562,23.66,1391738400,14.41,1391688000,0.03,1.84,0.34,"clear-day",0.25,0,0,NA,0,"",1017.56,"Clear throughout the day.",1391700614,1391735956,30.01,1391738400,22.68,1391680800,1391673600,10,108,4.27,"Thurs",9.81722222222222,9.81722222222222,0,0,0,0,1,0,0,FALSE,TRUE,FALSE,TRUE,"winter",1562,0,"low",26.345,0,0,900.6001,242,529,152,399,2884
"38",465,465,465,465,2014-02-07,1572,33.73,1391814000,18.32,1391770800,0,15.83,0.55,"clear-day",0.28,0,0,NA,0,"",1011.68,"Clear throughout the day.",1391786927,1391822451,36.7,1391814000,25.09,1391774400,1391760000,10,356,1.29,"Fri",9.86777777777778,9.86777777777778,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,"winter",1572,0,"low",30.895,0,0,1346.89,249,550,163,363,2897
"39",466,466,466,466,2014-02-08,795,38.67,1391893200,24.94,1391860800,0,20.47,0.58,"rain",0.31,0.0025,0.0253,1391929200,0.64,"rain",1013.94,"Light rain starting in the evening.",1391873238,1391908947,40.65,1391893200,31.04,1391871600,1391846400,7.84,11,3.16,"Sat",9.91916666666667,9.91916666666667,0,0,1,0,0,0,0,TRUE,FALSE,FALSE,TRUE,"winter",795,0,"median",35.845,1,0,1652.4225,498,323,366,180,2162
"40",467,467,467,467,2014-02-09,221,38.95,1391997600,24.43,1391947200,NA,31.46,0.86,"clear-day",0.34,6e-04,0.01,1392004800,0.51,"rain",1018.29,"Clear throughout the day.",1391959548,1391995442,38.95,1391997600,31.32,1391936400,1391932800,8.41,137,2.72,"Sun",9.97055555555556,9.97055555555556,0,0,0,1,0,0,0,TRUE,FALSE,FALSE,TRUE,"winter",221,0,"low",35.135,0,0,1517.1025,15,44,23,19,322
"41",468,468,468,468,2014-02-10,1428,44.59,1392076800,30.94,1392040800,NA,39.87,0.88,"rain",0.37,0.0172,0.1137,1392040800,0.81,"rain",1017.24,"Rain in the morning and afternoon.",1392045856,1392081937,49.92,1392076800,37,1392040800,1392019200,7.29,171,7.4,"Mon",10.0225,10.0225,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,"winter",1428,1,"median",43.46,1,0.0900000000000001,2492.0064,231,394,133,357,2543
"42",469,469,469,469,2014-02-11,2024,51.12,1392156000,41.98,1392184800,0,42.33,0.82,"rain",0.4,0.0287,0.1416,1392188400,0.83,"rain",1015.76,"Rain starting in the afternoon.",1392132162,1392168433,51.12,1392156000,45.75,1392134400,1392105600,8.52,159,5.92,"Tues",10.0752777777778,10.0752777777778,0,0,0,0,0,1,0,FALSE,TRUE,FALSE,TRUE,"winter",2024,1,"median",48.435,1,0.11,2613.2544,429,684,281,534,3952
"43",470,470,470,470,2014-02-12,2139,52.93,1392249600,41.71,1392274800,NA,40.07,0.7,"rain",0.43,0.0038,0.0437,1392271200,0.71,"rain",1006.72,"Breezy in the morning and light rain overnight.",1392218467,1392254928,52.93,1392249600,45.9,1392192000,1392192000,9.59,186,9.2,"Wed",10.1280555555556,10.1280555555556,0,0,0,0,0,0,1,FALSE,TRUE,FALSE,TRUE,"winter",2139,1,"median",49.415,1,0,2801.5849,487,736,274,568,4204
"44",471,471,471,471,2014-02-13,2389,54.8,1392332400,40.75,1392307200,0,38.46,0.66,"rain",0.46,7e-04,0.0126,1392278400,0.54,"rain",1014.15,"Rain overnight.",1392304771,1392341423,54.8,1392332400,46.79,1392357600,1392278400,9.92,201,9.57,"Thurs",10.1811111111111,10.1811111111111,0,0,0,0,1,0,0,FALSE,TRUE,FALSE,TRUE,"winter",2389,0,"median",50.795,1,0,3003.04,641,836,373,648,4887
"45",472,472,472,472,2014-02-14,1786,52.78,1392418800,40.29,1392379200,0,40.73,0.75,"rain",0.49,0.0133,0.079,1392375600,0.77,"rain",1008.92,"Light rain in the morning.",1392391073,1392427917,52.78,1392418800,44.09,1392379200,1392364800,9.42,185,7.74,"Fri",10.2344444444444,10.2344444444444,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,"winter",1786,1,"median",48.435,1,0.05,2785.7284,349,523,222,417,3297
"46",473,473,473,473,2014-02-15,658,50.79,1392519600,37.28,1392469200,0,39.59,0.84,"rain",0.53,0.0191,0.0953,1392498000,0.79,"rain",1003.14,"Rain until evening, starting again overnight.",1392477374,1392514412,50.79,1392519600,39.65,1392480000,1392451200,9.21,162,5.51,"Sat",10.2883333333333,10.2883333333333,0,0,1,0,0,0,0,TRUE,FALSE,FALSE,TRUE,"winter",658,1,"median",45.22,1,0.0700000000000001,2579.6241,432,202,434,190,1916
"47",474,474,474,474,2014-02-16,485,40.95,1392595200,32.96,1392552000,NA,35.48,0.74,"rain",0.56,0.0368,0.2332,1392620400,0.86,"rain",1010.2,"Heavy rain in the morning and evening.",1392563674,1392600906,47.23,1392595200,40.12,1392566400,1392537600,9.04,181,11.67,"Sun",10.3422222222222,10.3422222222222,0,0,0,1,0,0,0,TRUE,FALSE,FALSE,TRUE,"winter",485,1,"median",43.675,1,0.14,2230.6729,322,166,205,93,1271
"48",475,475,475,475,2014-02-17,1028,41.86,1392681600,33.98,1392645600,NA,37.7,0.8,"rain",0.59,0.0173,0.1263,1392627600,0.82,"rain",1009.29,"Light rain in the morning and overnight.",1392649972,1392687401,47.1,1392681600,40.12,1392645600,1392624000,9.48,180,9.47,"Mon",10.3969444444444,10.3969444444444,0,1,0,0,0,0,0,FALSE,FALSE,TRUE,TRUE,"winter",1028,1,"median",43.61,1,0.1,2218.41,300,338,163,242,2071
"49",476,476,476,476,2014-02-18,1525,43.38,1392768000,35.79,1392778800,NA,38.52,0.79,"rain",0.62,0.0243,0.1163,1392757200,0.81,"rain",1008.96,"Rain until afternoon.",1392736269,1392773894,48.18,1392768000,42.04,1392786000,1392710400,8.78,179,9.27,"Tues",10.4513888888889,10.4513888888889,0,0,0,0,0,1,0,FALSE,TRUE,FALSE,TRUE,"winter",1525,1,"median",45.11,1,0.0900000000000001,2321.3124,292,488,176,426,2907
"50",477,477,477,477,2014-02-19,2167,43.21,1392854400,33.31,1392804000,NA,34.48,0.73,"rain",0.65,9e-04,0.0137,1392879600,0.55,"rain",1017.74,"Light rain overnight.",1392822565,1392860388,47.04,1392854400,39.95,1392825600,1392796800,9.95,194,7.18,"Wed",10.5063888888889,10.5063888888889,0,0,0,0,0,0,1,FALSE,TRUE,FALSE,TRUE,"winter",2167,0,"median",43.495,1,0,2212.7616,483,777,320,598,4345
"51",478,478,478,478,2014-02-20,2214,48.68,1392937200,35.93,1392883200,NA,37.27,0.72,"clear-day",0.69,0.0017,0.02,1392890400,0.61,"rain",1019.83,"Clear throughout the day.",1392908860,1392946881,49.86,1392937200,42.04,1392883200,1392883200,9.86,196,6.89,"Thurs",10.5613888888889,10.5613888888889,0,0,0,0,1,0,0,FALSE,TRUE,FALSE,TRUE,"winter",2214,0,"median",45.95,0,0,2486.0196,477,736,307,549,4283
"52",479,479,479,479,2014-02-21,1889,39.27,1392980400,37.48,1393052400,NA,36.14,0.8,"rain",0.72,0.0066,0.0479,1393020000,0.72,"rain",1025.03,"Light rain in the morning and afternoon.",1392995153,1393033374,43.1,1392980400,40.98,1393002000,1392969600,9.63,206,0.59,"Fri",10.6169444444444,10.6169444444444,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,"winter",1889,1,"median",42.04,1,0,1857.61,433,603,272,476,3673
"53",480,480,480,480,2014-02-22,624,35.29,1393138800,32.74,1393088400,NA,34.99,0.85,"rain",0.76,0.003,0.0163,1393120800,0.58,"rain",1021.74,"Light rain in the morning and evening.",1393081446,1393119867,41.07,1393138800,37.01,1393092000,1393056000,9.07,147,4.06,"Sat",10.6725,10.6725,0,0,1,0,0,0,0,TRUE,FALSE,FALSE,TRUE,"winter",624,0,"median",39.04,1,0,1686.7449,301,181,267,168,1541
"54",481,481,481,481,2014-02-23,691,44.01,1393185600,33.55,1393221600,NA,36.69,0.83,"rain",0.8,0.0064,0.04,1393200000,0.7,"rain",1015.98,"Light rain starting in the afternoon.",1393167738,1393206359,44.01,1393185600,38.01,1393225200,1393142400,7.89,140,1.51,"Sun",10.7280555555556,10.7280555555556,0,0,0,1,0,0,0,TRUE,FALSE,FALSE,TRUE,"winter",691,1,"median",41.01,1,0,1936.8801,317,485,229,219,1941
"55",482,482,482,482,2014-02-24,1557,38.91,1393282800,32.57,1393232400,NA,37.82,0.92,"rain",0.83,0.0122,0.0695,1393264800,0.76,"rain",1018.31,"Rain until evening.",1393254028,1393292851,42.1,1393282800,38.01,1393228800,1393228800,4.3,337,5.7,"Mon",10.7841666666667,10.7841666666667,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,"winter",1557,1,"median",40.055,1,0.04,1772.41,204,505,177,465,2908
"56",483,483,483,483,2014-02-25,2563,46.67,1393372800,34.69,1393322400,0,36.98,0.76,"clear-day",0.87,3e-04,0.0063,1393315200,0.29,"rain",1019.11,"Clear throughout the day.",1393340318,1393379343,49.77,1393372800,40.18,1393340400,1393315200,9.73,333,5.61,"Tues",10.8402777777778,10.8402777777778,0,0,0,0,0,1,0,FALSE,TRUE,FALSE,TRUE,"winter",2563,0,"median",44.975,0,0,2477.0529,696,989,444,731,5423
"57",484,484,484,484,2014-02-26,2960,52.12,1393452000,37.44,1393419600,0,33.43,0.63,"clear-day",0.91,0,0,NA,0,"",1011.74,"Clear throughout the day.",1393426606,1393465834,52.12,1393452000,41.61,1393426800,1393401600,10,345,2.47,"Wed",10.8966666666667,10.8966666666667,0,0,0,0,0,0,1,FALSE,TRUE,FALSE,TRUE,"winter",2960,0,"median",46.865,0,0,2716.4944,846,1135,583,840,6364
"58",485,485,485,485,2014-02-27,2721,50.42,1393570800,38.44,1393509600,NA,35.94,0.67,"clear-day",0.95,0,0,NA,0,"",1005.95,"Clear throughout the day.",1393512894,1393552325,50.42,1393570800,43.81,1393513200,1393488000,10,334,3.46,"Thurs",10.9530555555556,10.9530555555556,0,0,0,0,1,0,0,FALSE,TRUE,FALSE,TRUE,"winter",2721,0,"median",47.115,0,0,2542.1764,641,959,438,759,5518
"59",486,486,486,486,2014-02-28,2829,52.88,1393632000,38.75,1393603200,0,36.07,0.65,"clear-day",0.98,0,0,NA,0,"",1003.2,"Clear throughout the day.",1393599181,1393638816,52.88,1393632000,44.55,1393599600,1393574400,10,352,7.18,"Fri",11.0097222222222,11.0097222222222,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,"winter",2829,0,"median",48.715,0,0,2796.2944,863,1016,541,727,5976
"60",487,487,487,487,2014-03-01,989,43.29,1393660800,33.81,1393743600,NA,27.47,0.55,"clear-day",0.02,6e-04,0.0063,1393707600,0.29,"rain",1003.99,"Clear throughout the day.",1393685467,1393725307,45.7,1393660800,39.93,1393725600,1393660800,9.88,85,2.96,"Sat",11.0666666666667,11.0666666666667,0,0,1,0,0,0,0,TRUE,FALSE,FALSE,TRUE,"spring",989,0,"median",42.815,0,0,2088.49,594,652,406,287,2928
